,FILE_NAME,STATES,INPUTS,LSTAR_rndWords_MQ_SYM,LSTAR_rndWords_MQ_RST,LSTAR_rndWords_EQ_SYM,LSTAR_rndWords_EQ_RST,LSTAR_rndWords_TOTAL_SYM,LSTAR_rndWords_TOTAL_RST,LSTAR_rndWords_EQs,LIP_rndWords_rndWords_MQ_SYM,LIP_rndWords_rndWords_MQ_RST,LIP_rndWords_rndWords_EQ_SYM,LIP_rndWords_rndWords_EQ_RST,LIP_rndWords_rndWords_TOTAL_SYM,LIP_rndWords_rndWords_TOTAL_RST,LIP_rndWords_rndWords_EQs,LIP_rndWords_rndWords_COMPONENTS,LIP_rndWords_rndWords_ROUNDS
183,Benchmarks/BCS_SPL/Complete_FSM_files/products2/6wise_8.txt,360,17,787253,104057,130223859,13441725,131011112,13545782,1,48099,3698,1820847,104678,1868946,108376,43,4,14
184,Benchmarks/BCS_SPL/Complete_FSM_files/products/6wise_2.txt,384,18,4288714,183674,172339118,17759256,176627832,17942930,2,3802434,59780,4076784,367863,7879218,427643,49,4,15
185,Benchmarks/BCS_SPL/Complete_FSM_files/products/6wise_12.txt,384,20,1196820,153620,230392057,24012404,231588877,24166024,1,40872,1796,1222186,18565,1263058,20361,48,6,15
186,Benchmarks/BCS_SPL/Complete_FSM_files/products/8wise_15.txt,384,17,721361,110993,126918499,14930740,127639860,15041733,1,3683,476,935466,8713,939149,9189,39,6,12
187,Benchmarks/BCS_SPL/Complete_FSM_files/products2/6wise_25.txt,384,20,1196820,153620,249644590,25563166,250841410,25716786,1,29645,1622,1224322,19681,1253967,21303,48,6,15
188,Benchmarks/BCS_SPL/Complete_FSM_files/products2/6wise_27.txt,384,20,1196820,153620,242619168,24833640,243815988,24987260,1,34764,1508,1231129,20729,1265893,22237,48,6,15
189,Benchmarks/BCS_SPL/Complete_FSM_files/products2/7wise_1.txt,384,19,854867,138643,156950944,19206961,157805811,19345604,1,6781,590,1002905,7550,1009686,8140,43,7,13
190,Benchmarks/BCS_SPL/Complete_FSM_files/products2/7wise_25.txt,384,18,767250,124434,141623953,17266370,142391203,17390804,1,3343,475,1001771,7983,1005114,8458,42,6,13
191,Benchmarks/BCS_SPL/Complete_FSM_files/products2/8wise_21.txt,384,17,684369,110993,134310840,16389287,134995209,16500280,1,1317,232,767125,5112,768442,5344,35,8,10
192,Benchmarks/BCS_SPL/Complete_FSM_files/products2/8wise_26.txt,384,17,684369,110993,134306783,16389193,134991152,16500186,1,2810,291,766320,5100,769130,5391,35,8,10
193,Benchmarks/BCS_SPL/Complete_FSM_files/products/6wise_15.txt,432,19,935731,155971,207561505,25890388,208497236,26046359,1,2167,410,1000092,6883,1002259,7293,43,7,13
194,Benchmarks/BCS_SPL/Complete_FSM_files/products/6wise_19.txt,432,19,935731,155971,208115617,25890238,209051348,26046209,1,2151,410,996705,6838,998856,7248,43,7,13
195,Benchmarks/BCS_SPL/Complete_FSM_files/products/7wise_20.txt,432,18,886482,139986,157252852,18810573,158139334,18950559,1,4492,590,1002125,8441,1006617,9031,42,6,13
196,Benchmarks/BCS_SPL/Complete_FSM_files/products/5wise_19.txt,432,21,1143093,190533,258471871,32232846,259614964,32423379,1,11364,747,1226675,9653,1238039,10400,51,6,16
197,Benchmarks/BCS_SPL/Complete_FSM_files/products2/6wise_14.txt,432,19,935731,155971,198751807,24798930,199687538,24954901,1,1700,368,997129,6813,998829,7181,43,7,13
198,Benchmarks/BCS_SPL/Complete_FSM_files/products2/6wise_36.txt,432,19,935731,155971,198197172,24799173,199132903,24955144,1,1772,374,993120,6807,994892,7181,43,7,13
199,Benchmarks/BCS_SPL/Complete_FSM_files/products2/6wise_39.txt,432,19,935731,155971,207564278,25890434,208500009,26046405,1,2049,374,999688,6828,1001737,7202,43,7,13
200,Benchmarks/BCS_SPL/Complete_FSM_files/products/5wise_5.txt,468,21,1513533,206409,348385926,36840846,349899459,37047255,1,29697,1904,1489288,36646,1518985,38550,53,5,17
201,Benchmarks/BCS_SPL/Complete_FSM_files/products/6wise_13.txt,512,23,2200663,270871,542781341,53663226,544982004,53934097,1,50574,2019,1453672,21606,1504246,23625,57,6,18
